before,after,rows
"CF/88, Lei nº 12.249/2010, Portaria 395 2013 da AGU","Lei nº 12.249/2010, Portaria 395 2013 da AGU",1
"CF/88, Lei nº 12.249/2010, Resolução 1.502/2016 do Conselho Federal de Contabilidade","Lei nº 12.249/2010, Resolução 1.502/2016 do Conselho Federal. de Contabilidade",1
"CF/88, Lei nº 12.277 2010, Lei nº 8.112 1990","Lei nº 12.277/2010, Lei nº 8.112/1990",1
"CF/88, Lei nº 12.277/2010",Lei nº 12.277/2010,1
"CF/88, Lei nº 12.277/2010 art 1 § 1",Lei nº 12.277/2010 art. 1º § 1º,1
"CF/88, Lei nº 12.409 2011, MP 513 2010","Lei nº 12.409/2011, MP nº 513/2010",1
"CF/88, Lei nº 12.464/2009",Lei nº 12.464/2009,1
"CF/88, Lei nº 12.464/2011",Lei nº 12.464/2011,1
"CF/88, Lei nº 12.514/2011",Lei nº 12.514/2011,1
"CF/88, Lei nº 12.514/2011 Art 8º, Lei nº 14.195/2021","Lei nº 12.514/2011 art. 8º, Lei nº 14.195/2021",1
"CF/88, Lei nº 12.514/2011, Lei nº 6.839/1980","Lei nº 12.514/2011, Lei nº 6.839/1980",1
"CF/88, Lei nº 12.527/2011, Resolução PRESI 17/2022","Lei nº 12.527/2011, Resolução PRESI 17/2022",1
"CF/88, Lei nº 12.529/2011, Lei nº 8.884/1994","Lei nº 12.529/2011, Lei nº 8.884/1994",1
"CF/88, Lei nº 12.545/2011, Lei nº 9.993/1999","Lei nº 12.545/2011, Lei nº 9.993/1999",1
"CF/88, Lei nº 12.546 2011",Lei nº 12.546/2011,1
"CF/88, Lei nº 12.546 2011, Lei nº 12.844 2013, Lei nº 8.666 1993 art 65 § 5º","Lei nº 12.546/2011, Lei nº 12.844/2013, Lei nº 8.666/1993 art. 65 § 5º",1
"CF/88, Lei nº 12.546/2011",Lei nº 12.546/2011,1
"CF/88, Lei nº 12.618 2012",Lei nº 12.618/2012,1
"CF/88, Lei nº 12.651 2012",Lei nº 12.651/2012,1
"CF/88, Lei nº 12.651/2012 art 35 § 5°",Lei nº 12.651/2012 art. 35 § 5°,1
"CF/88, Lei nº 12.711 2012",Lei nº 12.711/2012,1
"CF/88, Lei nº 12.711/2012",Lei nº 12.711/2012,1
"CF/88, Lei nº 12.711/2012, Resolução 200/2017 da Ufopa","Lei nº 12.711/2012, Resolução 200/2017 da Ufopa",1
"CF/88, Lei nº 12.734/2012",Lei nº 12.734/2012,1
"CF/88, Lei nº 12.740 2012 art 193 CLT, Lei nº 8.112 1990 art 68, Lei nº 8.112 1990 art 69, Lei nº 8.112 1990 art 70","Lei nº 12.740/2012 art. 193 CLT, Lei nº 8.112/1990 art. 68, Lei nº 8.112/1990 art. 69, Lei nº 8.112/1990 art. 70",1
"CF/88, Lei nº 12.772/2012",Lei nº 12.772/2012,1
"CF/88, Lei nº 12.772/2012 art 10",Lei nº 12.772/2012 art. 10,1
"CF/88, Lei nº 12.772/2012 art 16, Lei nº 12.772/2012 art 17, Lei nº 9.394/1996 Art 48, Lei nº 9.394/1996 art 53, Resolução CNE CES 1/2002","Lei nº 12.772/2012 art. 16, Lei nº 12.772/2012 art. 17, Lei nº 9.394/1996 art. 48, Lei nº 9.394/1996 art. 53, Resolução CNE CES 1/2002",1
"CF/88, Lei nº 12.815/2013",Lei nº 12.815/2013,1
"CF/88, Lei nº 12.844/2013",Lei nº 12.844/2013,1
"CF/88, Lei nº 12.846/2013",Lei nº 12.846/2013,1
"CF/88, Lei nº 12.850/2013 art 2, Lei nº 12.850/2013 § 4º inciso II, Lei nº 12.850/2013 § 4º inciso III, Lei nº 12.850/2013 § 4º inciso IV, Lei nº 12.850/2013 § 4º inciso V","Lei nº 12.850/2013 art. 2º, Lei nº 12.850/2013 § 4º inc. II, Lei nº 12.850/2013 § 4º inc. III, Lei nº 12.850/2013 § 4º inc. IV, Lei nº 12.850/2013 § 4º inc. V",1
"CF/88, Lei nº 12.850/2013 art 2º",Lei nº 12.850/2013 art. 2º,1
"CF/88, Lei nº 12.850/2013 art 4º § 7º",Lei nº 12.850/2013 art. 4º § 7º,1
"CF/88, Lei nº 12.855 2013",Lei nº 12.855/2013,1
"CF/88, Lei nº 12.870/2013 art 13 I",Lei nº 12.870/2013 art. 13 inc. I,1
"CF/88, Lei nº 12.871 2013",Lei nº 12.871/2013,1
"CF/88, Lei nº 12.871 2013, Portaria MS 492 2020","Lei nº 12.871/2013, Portaria MS 492 2020",1
"CF/88, Lei nº 12.871/2013",Lei nº 12.871/2013,1
"CF/88, Lei nº 12.871/2013 art. 23 A",Lei nº 12.871/2013 art. 23-A,1
"CF/88, Lei nº 12.871/2013, Portaria MEC 328 2018, Portaria MEC 650 2023","Lei nº 12.871/2013, Portaria MEC 328 2018, Portaria MEC 650 2023",1
"CF/88, Lei nº 12.965/2014 art 21",Lei nº 12.965/2014 art. 21,1
"CF/88, Lei nº 12.965/2014, Lei nº 9.296/1996","Lei nº 12.965/2014, Lei nº 9.296/1996",1
"CF/88, Lei nº 12.990/2014 art 2º parágrafo único",Lei nº 12.990/2014 art. 2º § único,1
"CF/88, Lei nº 12.9902014",Lei nº 12.990/2014,1
"CF/88, Lei nº 12.996/2014",Lei nº 12.996/2014,1
"CF/88, Lei nº 122 Lei de Benefícios art 122",Lei nº 122 Lei de Benefícios art. 122,1
"CF/88, Lei nº 13.043 2014",Lei nº 13.043/2014,1
"CF/88, Lei nº 13.043/2014",Lei nº 13.043/2014,1
"CF/88, Lei nº 13.116 2015, Lei nº 13.116 2015 art 12","Lei nº 13.116/2015, Lei nº 13.116/2015 art. 12",1
"CF/88, Lei nº 13.146/2015",Lei nº 13.146/2015,1
"CF/88, Lei nº 13.183 2015",Lei nº 13.183/2015,1
"CF/88, Lei nº 13.316 2016",Lei nº 13.316/2016,1
"CF/88, Lei nº 13.326/2016 Art 14 IX",Lei nº 13.326/2016 art. 14 inc. IX,1
"CF/88, Lei nº 13.445 2017",Lei nº 13.445/2017,1
"CF/88, Lei nº 13.463 2017",Lei nº 13.463/2017,1
"CF/88, Lei nº 13.463/2017 art 2º, Lei nº 13.463/2017 art 3º","Lei nº 13.463/2017 art. 2º, Lei nº 13.463/2017 art. 3º",1
"CF/88, Lei nº 13.463/2017 art 3º",Lei nº 13.463/2017 art. 3º,1
"CF/88, Lei nº 13.576/2017",Lei nº 13.576/2017,1
"CF/88, Lei nº 13.656/2018",Lei nº 13.656/2018,1
"CF/88, Lei nº 13.709/2018 LGPD",Lei nº 13.709/2018 LGPD,1
"CF/88, Lei nº 13.709/2018 art. 3º II",Lei nº 13.709/2018 art. 3º II,1
"CF/88, Lei nº 13.725 2018",Lei nº 13.725/2018,1
"CF/88, Lei nº 13.845 2017, MP 778 2017","Lei nº 13.845/2017, MP nº 778/2017",1
"CF/88, Lei nº 13.846/2019, Lei nº 8.213/1991","Lei nº 13.846/2019, Lei nº 8.213/1991",1
"CF/88, Lei nº 13.954 2019",Lei nº 13.954/2019,1
"CF/88, Lei nº 13.954 2019 art 9º",Lei nº 13.954/2019 art. 9º,1
"CF/88, Lei nº 13.954/2019",Lei nº 13.954/2019,1
"CF/88, Lei nº 13.954/2019, MP 2.215-10/2001","Lei nº 13.954/2019, MP nº 2.215-10/2001",1
"CF/88, Lei nº 13.979 2020",Lei nº 13.979/2020,1
"CF/88, Lei nº 13.982 2020",Lei nº 13.982/2020,1
"CF/88, Lei nº 13.988 2020 art 11 §5º, Portaria PGFN 6757 2022 arts 19 a 21","Lei nº 13.988/2020 art. 11 § 5º, Portaria PGFN 6757 2022 art. 19-A 21",1
"CF/88, Lei nº 13.988/2020",Lei nº 13.988/2020,1
"CF/88, Lei nº 14.040 2020, MP 934 2020","Lei nº 14.040/2020, MP nº 934/2020",1
"CF/88, Lei nº 14.040/2020, Portaria do MEC 383/2020, Resolução do CNE MEC 2/2021","Lei nº 14.040/2020, Portaria do MEC 383/2020, Resolução do CNE MEC 2/2021",1
"CF/88, Lei nº 14.113/2020",Lei nº 14.113/2020,1
"CF/88, Lei nº 14.151 2021",Lei nº 14.151/2021,1
"CF/88, Lei nº 14.151/2021",Lei nº 14.151/2021,1
"CF/88, Lei nº 14.183/2021, Lei nº 8.989/1995, MP 1034/2021","Lei nº 14.183/2021, Lei nº 8.989/1995, MP nº 1034/2021",1
"CF/88, Lei nº 14.195 2021",Lei nº 14.195/2021,1
"CF/88, Lei nº 14.230 2021, Lei nº 8.429 1992, Lei nº 8.429 1992 Art 9º, Lei nº 8.429 1992 art 10º, Lei nº 8.429 1992 art 17 C § 2º","Lei nº 14.230/2021, Lei nº 8.429/1992, Lei nº 8.429/1992 art. 9º, Lei nº 8.429/1992 art. 10º, Lei nº 8.429/1992 art. 17 inc. C § 2º",1
"CF/88, Lei nº 14.230/2021 art 2º, Lei nº 8.429/1992 art 2º","Lei nº 14.230/2021 art. 2º, Lei nº 8.429/1992 art. 2º",1
"CF/88, Lei nº 14.230/2021, Lei nº 8.429/1992 Art 11","Lei nº 14.230/2021, Lei nº 8.429/1992 art. 11",1
"CF/88, Lei nº 14.230/2021, Lei nº 8.429/1992 Art 11 VI, Lei nº 8.429/1992 art 17","Lei nº 14.230/2021, Lei nº 8.429/1992 art. 11 inc. VI, Lei nº 8.429/1992 art. 17",1
"CF/88, Lei nº 14.230/2021, Lei nº 8.429/1992 Art 11 caput, Lei nº 8.429/1992 Art 11 inciso I","Lei nº 14.230/2021, Lei nº 8.429/1992 art. 11 caput, Lei nº 8.429/1992 art. 11 inc. I",1
"CF/88, Lei nº 14.230/2021, Lei nº 8.429/1992 art 17","Lei nº 14.230/2021, Lei nº 8.429/1992 art. 17",1
"CF/88, Lei nº 14.230/2021, Lei nº 8.429/1992 art 23 I","Lei nº 14.230/2021, Lei nº 8.429/1992 art. 23 inc. I",1
"CF/88, Lei nº 14.230/2021, Lei nº 8.666/1993","Lei nº 14.230/2021, Lei nº 8.666/1993",1
"CF/88, Lei nº 14.375/2022",Lei nº 14.375/2022,1
"CF/88, Lei nº 2.842/2013, Portaria SAS MS 661/2010","Lei nº 2.842/2013, Portaria SAS MS 661/2010",1
"CF/88, Lei nº 3.268/1957, Lei nº 3.820/1960","Lei nº 3.268/1957, Lei nº 3.820/1960",1
"CF/88, Lei nº 3.268/1957, Resolução 1974 2011 do CFM","Lei nº 3.268/1957, Resolução 1974 2011 do CFM",1
"CF/88, Lei nº 3.373 1958",Lei nº 3.373/1958,1
"CF/88, Lei nº 3.373/1958 Art 5º",Lei nº 3.373/1958 art. 5º,1
"CF/88, Lei nº 3.765 1960",Lei nº 3.765/1960,1
"CF/88, Lei nº 3.765 1960, art 7º Lei nº 3.765 1960","Lei nº 3.765/1960, art. 7º Lei nº 3.765/1960",1
"CF/88, Lei nº 3.765/1960 Artigo referente a pensão por morte, Medida Provisória 2.215/2001 Art 31 § 1º","Lei nº 3.765/1960 art. referente a pensão por morte, MP nº 2.215/2001 art. 31 § 1º",1
"CF/88, Lei nº 4.132/1962",Lei nº 4.132/1962,1
"CF/88, Lei nº 4.132/1962 art 2º I",Lei nº 4.132/1962 art. 2º I,1
"CF/88, Lei nº 4.132/1962 art. 2º III, Lei nº 4.132/1962 art. 3º","Lei nº 4.132/1962 art. 2º III, Lei nº 4.132/1962 art. 3º",1
"CF/88, Lei nº 4.156/1962",Lei nº 4.156/1962,1
"CF/88, Lei nº 4.156/1962, Lei nº 9.430/1996","Lei nº 4.156/1962, Lei nº 9.430/1996",1
"CF/88, Lei nº 4.320/1964",Lei nº 4.320/1964,1
"CF/88, Lei nº 4.320/1964, Lei nº 7.498/1986","Lei nº 4.320/1964, Lei nº 7.498/1986",1
"CF/88, Lei nº 4.375/1964 art 63, Lei nº 8.213/1991 art 55 I","Lei nº 4.375/1964 art. 63, Lei nº 8.213/1991 art. 55 inc. I",1
"CF/88, Lei nº 4.380/1964",Lei nº 4.380/1964,1
"CF/88, Lei nº 4.502/1964, Lei nº 8.034/1990","Lei nº 4.502/1964, Lei nº 8.034/1990",1
"CF/88, Lei nº 4.504/1964, Lei nº 8.629/1993","Lei nº 4.504/1964, Lei nº 8.629/1993",1
"CF/88, Lei nº 4.504/1964, Lei nº 8.666/1993","Lei nº 4.504/1964, Lei nº 8.666/1993",1
"CF/88, Lei nº 4.595/1964",Lei nº 4.595/1964,1
"CF/88, Lei nº 4.595/1964, Lei nº 7.102/1983","Lei nº 4.595/1964, Lei nº 7.102/1983",1
"CF/88, Lei nº 4.717/1965",Lei nº 4.717/1965,1
"CF/88, Lei nº 4.878/1965, Portaria 1.252/2010 DG DPF, Portaria 1.253/2010 DG DPF","Lei nº 4.878/1965, Portaria 1.252/2010 DG DPF, Portaria 1.253/2010 DG DPF",1
"CF/88, Lei nº 4.886 1965",Lei nº 4.886/1965,1
"CF/88, Lei nº 4.947/1966 art 20, Lei nº 8.176/1991 art 2 § 1, Lei nº 8.176/1991 art 20","Lei nº 4.947/1966 art. 20, Lei nº 8.176/1991 art. 2º § 1º, Lei nº 8.176/1991 art. 20",1
"CF/88, Lei nº 5.070/1966 art 6º § 1º, Resolução Anatel 255/2001 art 9º inciso III","Lei nº 5.070/1966 art. 6º § 1º, Resolução Anatel 255/2001 art. 9º inc. III",1
"CF/88, Lei nº 5.194 1966",Lei nº 5.194/1966,1
"CF/88, Lei nº 5.194/1966",Lei nº 5.194/1966,1
"CF/88, Lei nº 5.292/1967, art 4º da Lei nº 5.292/1967","Lei nº 5.292/1967, art. 4º da Lei nº 5.292/1967",1
"CF/88, Lei nº 5.332/1967 art 1º, Lei nº 7.565/1985 art 40","Lei nº 5.332/1967 art. 1º, Lei nº 7.565/1985 art. 40",1
"CF/88, Lei nº 5.539 1968 art 18",Lei nº 5.539/1968 art. 18,1
"CF/88, Lei nº 5.966/1973, Lei nº 9.933/1999","Lei nº 5.966/1973, Lei nº 9.933/1999",1
"CF/88, Lei nº 5.988/1973 art 36",Lei nº 5.988/1973 art. 36,1
"CF/88, Lei nº 5.991/1973 art 19",Lei nº 5.991/1973 art. 19,1
"CF/88, Lei nº 547/2024, Resolução CNJ 547 2024","Lei nº 547/2024, Resolução CNJ 547 2024",1
"CF/88, Lei nº 6.015/1973",Lei nº 6.015/1973,1
"CF/88, Lei nº 6.024/1974 art. 15 § 1º",Lei nº 6.024/1974 art. 15 § 1º,1
"CF/88, Lei nº 6.184 1974, Lei nº 8.213 1991, Lei nº 8.529 1992","Lei nº 6.184/1974, Lei nº 8.213/1991, Lei nº 8.529/1992",1
"CF/88, Lei nº 6.316 1975",Lei nº 6.316/1975,1
"CF/88, Lei nº 6.360/1976 Art 21",Lei nº 6.360/1976 art. 21,1
"CF/88, Lei nº 6.383/1976",Lei nº 6.383/1976,1
"CF/88, Lei nº 6.404/1976, Lei nº 8.212/1991","Lei nº 6.404/1976, Lei nº 8.212/1991",1
"CF/88, Lei nº 6.538/1978 art 9º",Lei nº 6.538/1978 art. 9º,1
"CF/88, Lei nº 6.538/1978 art 9º, Lei nº 6.538/1978 art 9º § 2º","Lei nº 6.538/1978 art. 9º, Lei nº 6.538/1978 art. 9º § 2º",1
"CF/88, Lei nº 6.615 1978 art 18 I, Lei nº 8.112 1990 art 19","Lei nº 6.615/1978 art. 18 inc. I, Lei nº 8.112/1990 art. 19",1
"CF/88, Lei nº 6.815/1980, Lei nº 9.474/1997","Lei nº 6.815/1980, Lei nº 9.474/1997",1
"CF/88, Lei nº 6.830 1980 Art 11",Lei nº 6.830/1980 art. 11,1
"CF/88, Lei nº 6.830/1980 Art 14, Lei nº 6.830/1980 Art 7 IV","Lei nº 6.830/1980 art. 14, Lei nº 6.830/1980 art. 7º inc. IV",1
"CF/88, Lei nº 6.830/1980 Art 2 § 5, Lei nº 6.830/1980 Art 3 parágrafo único","Lei nº 6.830/1980 art. 2º § 5º, Lei nº 6.830/1980 art. 3º § único",1
"CF/88, Lei nº 6.830/1980 art 11",Lei nº 6.830/1980 art. 11,1
"CF/88, Lei nº 6.830/1980 art 16 § 1º",Lei nº 6.830/1980 art. 16 § 1º,1
"CF/88, Lei nº 6.830/1980 art 40",Lei nº 6.830/1980 art. 40,1
"CF/88, Lei nº 6.830/1980 art 40, Súmula 314 do STJ","Lei nº 6.830/1980 art. 40, Súmula 314 do STJ",1
"CF/88, Lei nº 6.838 1981 art 1, Lei nº 9.638 1981 art 17 B","Lei nº 6.838/1981 art. 1º, Lei nº 9.638/1981 art. 17-B",1
"CF/88, Lei nº 6.838/1980 art 3º, Lei nº 9.873/1999 § 1º do art 1º","Lei nº 6.838/1980 art. 3º, Lei nº 9.873/1999 § 1º do art. 1º",1
"CF/88, Lei nº 6.839/1980",Lei nº 6.839/1980,1
"CF/88, Lei nº 6.858/1980",Lei nº 6.858/1980,1
"CF/88, Lei nº 6.880 1980 Art 117, Lei nº 9.297 1996","Lei nº 6.880/1980 art. 117, Lei nº 9.297/1996",1
"CF/88, Lei nº 6.880 1980 art 108",Lei nº 6.880/1980 art. 108,1
"CF/88, Lei nº 6.880 1980, Portaria MB MD 1 2021","Lei nº 6.880/1980, Portaria MB MD 1 2021",1
"CF/88, Lei nº 6.880 1980, art. 121 Lei nº 6.880 1980","Lei nº 6.880/1980, art. 121 Lei nº 6.880/1980",1
"CF/88, Lei nº 6.880/1980 Art 10",Lei nº 6.880/1980 art. 10,1
"CF/88, Lei nº 6.880/1980 Art 138, Lei nº 6.880/1980 Art 56","Lei nº 6.880/1980 art. 138, Lei nº 6.880/1980 art. 56",1
"CF/88, Lei nº 6.880/1980 art 108, Lei nº 6.880/1980 art 108 VI, Lei nº 6.880/1980 art 111 I, Lei nº 6.880/1980 art 111 II","Lei nº 6.880/1980 art. 108, Lei nº 6.880/1980 art. 108 inc. VI, Lei nº 6.880/1980 art. 111 inc. I, Lei nº 6.880/1980 art. 111 inc. II",1
"CF/88, Lei nº 6.880/1980 art 116, Lei nº 6.880/1980 art 117","Lei nº 6.880/1980 art. 116, Lei nº 6.880/1980 art. 117",1
"CF/88, Lei nº 6.880/1980 art 144 § 2º, Lei nº 6.880/1980 art 16 § 4º","Lei nº 6.880/1980 art. 144 § 2º, Lei nº 6.880/1980 art. 16 § 4º",1
"CF/88, Lei nº 6.880/1980 art 50",Lei nº 6.880/1980 art. 50,1
"CF/88, Lei nº 6.903 1981",Lei nº 6.903/1981,1
"CF/88, Lei nº 6.932 1981",Lei nº 6.932/1981,1
"CF/88, Lei nº 6.938 1981",Lei nº 6.938/1981,1
"CF/88, Lei nº 6.938/1981",Lei nº 6.938/1981,1
"CF/88, Lei nº 6.938/1981 art 10, Lei nº 6.938/1981 art 9 IV","Lei nº 6.938/1981 art. 10, Lei nº 6.938/1981 art. 9º inc. IV",1
"CF/88, Lei nº 6.950/1981, Lei nº 8.212/1991","Lei nº 6.950/1981, Lei nº 8.212/1991",1
"CF/88, Lei nº 6.994 1982",Lei nº 6.994/1982,1
"CF/88, Lei nº 6.994/1982",Lei nº 6.994/1982,1
"CF/88, Lei nº 7.070 1982",Lei nº 7.070/1982,1
"CF/88, Lei nº 7.102/1983, Portaria 3.233/2012 DPF, Portaria 387/2006 DPF","Lei nº 7.102/1983, Portaria 3.233/2012 DPF, Portaria 387/2006 DPF",1
"CF/88, Lei nº 7.144 1983",Lei nº 7.144/1983,1
"CF/88, Lei nº 7.210 1984 artigo 197",Lei nº 7.210/1984 art. 197,1
"CF/88, Lei nº 7.210 1984, Resolução CNJ 280 2019","Lei nº 7.210/1984, Resolução CNJ 280 2019",1
"CF/88, Lei nº 7.347 1985 art 16",Lei nº 7.347/1985 art. 16,1
"CF/88, Lei nº 7.347/1985 Art 10",Lei nº 7.347/1985 art. 10,1
"CF/88, Lei nº 7.347/1985 Art 18",Lei nº 7.347/1985 art. 18,1
"CF/88, Lei nº 7.347/1985 art 12 § 2º",Lei nº 7.347/1985 art. 12 § 2º,1
"CF/88, Lei nº 7.347/1985 art 17",Lei nº 7.347/1985 art. 17,1
"CF/88, Lei nº 7.347/1985 art 2º",Lei nº 7.347/1985 art. 2º,1
"CF/88, Lei nº 7.347/1985 art. 5º V b",Lei nº 7.347/1985 art. 5º V b,1
"CF/88, Lei nº 7.347/1985, Lei nº 8.212/1991","Lei nº 7.347/1985, Lei nº 8.212/1991",1
"CF/88, Lei nº 7.394 1985",Lei nº 7.394/1985,1
"CF/88, Lei nº 7.492/1986 art. 22 caput, Lei nº 7.492/1986 art. 22 parágrafo único","Lei nº 7.492/1986 art. 22 caput, Lei nº 7.492/1986 art. 22 § único",1
"CF/88, Lei nº 7.492/1986 artigo 4º parágrafo único",Lei nº 7.492/1986 art. 4º § único,1
"CF/88, Lei nº 7.498 1986",Lei nº 7.498/1986,1
"CF/88, Lei nº 7.498 1986, Lei nº 7.498 1986 art 11 I m, Lei nº 7.498 1986 art 15","Lei nº 7.498/1986, Lei nº 7.498/1986 art. 11 inc. I al. m, Lei nº 7.498/1986 art. 15",1
"CF/88, Lei nº 7.565/1986 art 302 II a",Lei nº 7.565/1986 art. 302 inc. II al. a,1
"CF/88, Lei nº 7.682/1988, MP 478/2009","Lei nº 7.682/1988, MP nº 478/2009",1
"CF/88, Lei nº 7.689/1988",Lei nº 7.689/1988,1
"CF/88, Lei nº 7.689/1988, Lei nº 7.713/1988","Lei nº 7.689/1988, Lei nº 7.713/1988",1
"CF/88, Lei nº 7.701/1988, art 20 I a da Lei nº 7.701/1988","Lei nº 7.701/1988, art. 20 inc. I al. a da Lei nº 7.701/1988",1
"CF/88, Lei nº 7.713 1988 Art 35",Lei nº 7.713/1988 art. 35,1
"CF/88, Lei nº 7.713 1988, Lei nº 9.250 1995","Lei nº 7.713/1988, Lei nº 9.250/1995",1
"CF/88, Lei nº 7.713/1988 Art 6º XIX, Lei nº 7.713/1988 Art 6º XXI, Lei nº 7.713/1988 art 6º XIV","Lei nº 7.713/1988 art. 6º XIX, Lei nº 7.713/1988 art. 6º XXI, Lei nº 7.713/1988 art. 6º XIV",1
"CF/88, Lei nº 7.716/1989",Lei nº 7.716/1989,1
"CF/88, Lei nº 7.716/1989 art 20",Lei nº 7.716/1989 art. 20,1
"CF/88, Lei nº 7.716/1989 art. 20 § 2º",Lei nº 7.716/1989 art. 20 § 2º,1
"CF/88, Lei nº 7.802/1989 Art 56",Lei nº 7.802/1989 art. 56,1
"CF/88, Lei nº 7.805/1989",Lei nº 7.805/1989,1
"CF/88, Lei nº 7.853 1989, Lei nº 8.989 1995","Lei nº 7.853/1989, Lei nº 8.989/1995",1
"CF/88, Lei nº 7.869/1988",Lei nº 7.869/1988,1
"CF/88, Lei nº 7.963/1989",Lei nº 7.963/1989,1
"CF/88, Lei nº 7.990/1989",Lei nº 7.990/1989,1
"CF/88, Lei nº 7.998/1990 Art 3 V",Lei nº 7.998/1990 art. 3º inc. V,1
"CF/88, Lei nº 7.998/1990 art. 2º I, Lei nº 7.998/1990 art. 3º, Lei nº 9.649/1998 art. 58 § 3º","Lei nº 7.998/1990 art. 2º I, Lei nº 7.998/1990 art. 3º, Lei nº 9.649/1998 art. 58 § 3º",1
"CF/88, Lei nº 8.025 1990",Lei nº 8.025/1990,1
"CF/88, Lei nº 8.025/1990 art 1 inciso I parágrafo 2",Lei nº 8.025/1990 art. 1º inc. I § 2º,1
"CF/88, Lei nº 8.025/1990 art 1º § 2º inciso I",Lei nº 8.025/1990 art. 1º § 2º inc. I,1
"CF/88, Lei nº 8.025/1990, Lei nº 8.057/1990, Lei nº 9.702/1998","Lei nº 8.025/1990, Lei nº 8.057/1990, Lei nº 9.702/1998",1
"CF/88, Lei nº 8.032/1990",Lei nº 8.032/1990,1
"CF/88, Lei nº 8.036 1990",Lei nº 8.036/1990,1
"CF/88, Lei nº 8.036/1990 Art 13, Lei nº 8.177/1991 Art 17","Lei nº 8.036/1990 art. 13, Lei nº 8.177/1991 art. 17",1
"CF/88, Lei nº 8.036/1990 art 20 inciso XI",Lei nº 8.036/1990 art. 20 inc. XI,1
"CF/88, Lei nº 8.036/1990 artigo 23",Lei nº 8.036/1990 art. 23,1
"CF/88, Lei nº 8.036/1990, Lei nº 8.036/1990 art 18, Lei nº 9.491/1997","Lei nº 8.036/1990, Lei nº 8.036/1990 art. 18, Lei nº 9.491/1997",1
"CF/88, Lei nº 8.036/1990, Lei nº 9.491/1997","Lei nº 8.036/1990, Lei nº 9.491/1997",1
"CF/88, Lei nº 8.069/1990 artigo 241 A, Lei nº 8.069/1990 artigo 241 B","Lei nº 8.069/1990 art. 241-A, Lei nº 8.069/1990 art. 241-B",1
"CF/88, Lei nº 8.078/1990",Lei nº 8.078/1990,1
"CF/88, Lei nº 8.078/1990 art 42 parágrafo único",Lei nº 8.078/1990 art. 42 § único,1
"CF/88, Lei nº 8.078/1990, Lei nº 8.666/1993","Lei nº 8.078/1990, Lei nº 8.666/1993",1
"CF/88, Lei nº 8.112 1990 Art 102, Lei nº 8.112 1990 Art 44 inciso I","Lei nº 8.112/1990 art. 102, Lei nº 8.112/1990 art. 44 inc. I",1
"CF/88, Lei nº 8.112 1990 Art 210",Lei nº 8.112/1990 art. 210,1
"CF/88, Lei nº 8.112 1990 Art 45",Lei nº 8.112/1990 art. 45,1
"CF/88, Lei nº 8.112 1990 Art 46",Lei nº 8.112/1990 art. 46,1
"CF/88, Lei nº 8.112 1990 Art 77",Lei nº 8.112/1990 art. 77,1
"CF/88, Lei nº 8.112 1990 Art 98",Lei nº 8.112/1990 art. 98,1
"CF/88, Lei nº 8.112 1990 art 142, Lei nº 8.112 1990 art 170","Lei nº 8.112/1990 art. 142, Lei nº 8.112/1990 art. 170",1
"CF/88, Lei nº 8.112 1990 art 156",Lei nº 8.112/1990 art. 156,1
"CF/88, Lei nº 8.112 1990 art 186 §1º",Lei nº 8.112/1990 art. 186 § 1º,1
"CF/88, Lei nº 8.112 1990 art 192 I, Lei nº 9.784 1999","Lei nº 8.112/1990 art. 192 inc. I, Lei nº 9.784/1999",1
"CF/88, Lei nº 8.112 1990 art 225",Lei nº 8.112/1990 art. 225,1
"CF/88, Lei nº 8.112 1990 art 37",Lei nº 8.112/1990 art. 37,1
"CF/88, Lei nº 8.112 1990 art 62",Lei nº 8.112/1990 art. 62,1
"CF/88, Lei nº 8.112 1990, Lei nº 8.429 1992 Art 12, Lei nº 8.429 1992 Art 23 I","Lei nº 8.112/1990, Lei nº 8.429/1992 art. 12, Lei nº 8.429/1992 art. 23 inc. I",1
"CF/88, Lei nº 8.112 1990, Súmula 428 do TST","Lei nº 8.112/1990, Súmula 428 do TST",1
"CF/88, Lei nº 8.112/1990 Art 103 § 1º",Lei nº 8.112/1990 art. 103 § 1º,1
"CF/88, Lei nº 8.112/1990 Art 114",Lei nº 8.112/1990 art. 114,1
"CF/88, Lei nº 8.112/1990 Art 168, Lei nº 8.112/1990 Art 169","Lei nº 8.112/1990 art. 168, Lei nº 8.112/1990 art. 169",1
"CF/88, Lei nº 8.112/1990 Art 193, Lei nº 8.911/1994 art 2º, MP 831/1995 art 1º","Lei nº 8.112/1990 art. 193, Lei nº 8.911/1994 art. 2º, MP nº 831/1995 art. 1º",1
"CF/88, Lei nº 8.112/1990 Art 217 I",Lei nº 8.112/1990 art. 217 inc. I,1
"CF/88, Lei nº 8.112/1990 Art 217 I e e, Lei nº 9.717/1998 Art 5º","Lei nº 8.112/1990 art. 217 inc. I al. e e, Lei nº 9.717/1998 art. 5º",1
"CF/88, Lei nº 8.112/1990 Art 217 II d",Lei nº 8.112/1990 art. 217 inc. II al. d,1
"CF/88, Lei nº 8.112/1990 Art 25 II",Lei nº 8.112/1990 art. 25 inc. II,1
"CF/88, Lei nº 8.112/1990 Art 36 II",Lei nº 8.112/1990 art. 36 inc. II,1
"CF/88, Lei nº 8.112/1990 Art 36 III a",Lei nº 8.112/1990 art. 36 inc. III al. a,1
